Building,DemolitionDate,BuildingImage,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,random before,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Create a photorealistic image of the Choral Synagogue in Drohobych in Ukraine on 07/25/1914,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,before,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Create a photorealistic image of the Choral Synagogue in Drohobych in Ukraine before 01/01/1941,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,random after,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Create a photorealistic image of the Choral Synagogue in Drohobych in Ukraine on 8/28/1950,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,after,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Create a photorealistic image of the Choral Synagogue in Drohobych in Ukraine after 01/01/1941,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,random before,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Give me a photorealistic image of the Choral Synagogue in Drohobych in Ukraine on 07/25/1914,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,before,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Give me a photorealistic image of the Choral Synagogue in Drohobych in Ukraine before 01/01/1941,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,random after,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Give me a photorealistic image of the Choral Synagogue in Drohobych in Ukraine on 8/28/1950,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,after,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Give me a photorealistic image of the Choral Synagogue in Drohobych in Ukraine after 01/01/1941,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,random before,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Generate a photorealistic image of the Choral Synagogue in Drohobych in Ukraine on 07/25/1914,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,before,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Generate a photorealistic image of the Choral Synagogue in Drohobych in Ukraine before 01/01/1941,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,random after,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Generate a photorealistic image of the Choral Synagogue in Drohobych in Ukraine on 8/28/1950,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,after,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Generate a photorealistic image of the Choral Synagogue in Drohobych in Ukraine after 01/01/1941,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,random before,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Produce a photorealistic image of the Choral Synagogue in Drohobych in Ukraine on 07/25/1914,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,before,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Produce a photorealistic image of the Choral Synagogue in Drohobych in Ukraine before 01/01/1941,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,random after,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Produce a photorealistic image of the Choral Synagogue in Drohobych in Ukraine on 8/28/1950,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,rebuilt,
Choral Synagogue in Drohobych,01/01/1941,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,after,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0,01/01/1865,9,Produce a photorealistic image of the Choral Synagogue in Drohobych in Ukraine after 01/01/1941,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,rebuilt,
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,random before,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Create a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 05/15/1894,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,before,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Create a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland before 01/01/1923,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,random after,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Create a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 4/12/1923,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,after,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Create a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland after 01/01/1923,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,random before,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Give me a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 05/15/1894,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,before,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Give me a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland before 01/01/1923,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,random after,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Give me a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 4/12/1923,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,after,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Give me a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland after 01/01/1923,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,random before,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Generate a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 05/15/1894,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,before,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Generate a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland before 01/01/1923,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,random after,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Generate a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 4/12/1923,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,after,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Generate a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland after 01/01/1923,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,random before,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Produce a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 05/15/1894,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,before,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Produce a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland before 01/01/1923,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,random after,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Produce a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 4/12/1923,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,after,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Produce a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland after 01/01/1923,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Deutsche Bank Building,01/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/DeutscheBank.jpg,random before,Point(-74.0133 40.7097),United States of America,10/27/1976,7/9/2014,Point(-74.0133 40.7097),-74.0133,40.7097,https://commons.wikimedia.org/wiki/Category:Deutsche%20Bank%20Building,0,01/01/1973,15,Create a photorealistic image of the Deutsche Bank Building in United States of America on 10/27/1976,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Deutsche Bank Building,01/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/DeutscheBank.jpg,before,Point(-74.0133 40.7097),United States of America,10/27/1976,7/9/2014,Point(-74.0133 40.7097),-74.0133,40.7097,https://commons.wikimedia.org/wiki/Category:Deutsche%20Bank%20Building,0,01/01/1973,15,Create a photorealistic image of the Deutsche Bank Building in United States of America before 01/01/2007,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Deutsche Bank Building,01/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/DeutscheBank.jpg,random after,Point(-74.0133 40.7097),United States of America,10/27/1976,7/9/2014,Point(-74.0133 40.7097),-74.0133,40.7097,https://commons.wikimedia.org/wiki/Category:Deutsche%20Bank%20Building,0,01/01/1973,15,Create a photorealistic image of the Deutsche Bank Building in United States of America on 7/9/2014,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Deutsche Bank Building,01/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/DeutscheBank.jpg,after,Point(-74.0133 40.7097),United States of America,10/27/1976,7/9/2014,Point(-74.0133 40.7097),-74.0133,40.7097,https://commons.wikimedia.org/wiki/Category:Deutsche%20Bank%20Building,0,01/01/1973,15,Create a photorealistic image of the Deutsche Bank Building in United States of America after 01/01/2007,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Deutsche Bank Building,01/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/DeutscheBank.jpg,random before,Point(-74.0133 40.7097),United States of America,10/27/1976,7/9/2014,Point(-74.0133 40.7097),-74.0133,40.7097,https://commons.wikimedia.org/wiki/Category:Deutsche%20Bank%20Building,0,01/01/1973,15,Give me a photorealistic image of the Deutsche Bank Building in United States of America on 10/27/1976,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Deutsche Bank Building,01/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/DeutscheBank.jpg,before,Point(-74.0133 40.7097),United States of America,10/27/1976,7/9/2014,Point(-74.0133 40.7097),-74.0133,40.7097,https://commons.wikimedia.org/wiki/Category:Deutsche%20Bank%20Building,0,01/01/1973,15,Give me a photorealistic image of the Deutsche Bank Building in United States of America before 01/01/2007,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
