Building,DemolitionDate,BuildingImage,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue,testImage,testImage_sdxlbase,testImage_sdxlturbo,testImage_sdv15,annotation_verdict_subject_present_1_sdxlturbo,annotation_verdict_Temp_Know_1_sdxlturbo,annotation_verdict_visual_err_1_sdxlturbo,annotation_verdict_subject_present_1_sdxlbase,annotation_verdict_Temp_Know_1_sdxlbase,annotation_verdict_visual_err_1_sdxlbase,annotation_verdict_subject_present_1_sdv15,annotation_verdict_Temp_Know_1_sdv15,annotation_verdict_visual_err_1_sdv15,annotationAverage,promptQuestions,annotation_verdict_final_1_sdxlturbo,annotation_verdict_final_1_sdxlbase,annotation_verdict_final_1_sdv15
Stalin Monument,10/23/1956,http://commons.wikimedia.org/wiki/Special:FilePath/Szt%C3%A1lin%20szobor%20Budapest.jpg,before,Point(19.0814 47.5114),Hungary,02/20/1956,1/27/1960,Point(19.0814 47.5114),19.0814,47.5114,https://commons.wikimedia.org/wiki/Category:Stalin%20Monument%20%28Budapest%29,0,05/01/1955,12,Create a photorealistic image of the Stalin Monument in Hungary before 10/23/1956,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by new,,/work/bba4287/output/samples/buildings/sampletest_Stalin_Monument_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Stalin_Monument_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Stalin_Monument_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Stalin_Monument_before_Create.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Stalin Monument in Hungary in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Stalin Monument in Hungary before 10/23/1956? Please provide a clear yes or no answer",0,0,0
Stalin Monument,10/23/1956,http://commons.wikimedia.org/wiki/Special:FilePath/Szt%C3%A1lin%20szobor%20Budapest.jpg,random after,Point(19.0814 47.5114),Hungary,02/20/1956,1/27/1960,Point(19.0814 47.5114),19.0814,47.5114,https://commons.wikimedia.org/wiki/Category:Stalin%20Monument%20%28Budapest%29,0,05/01/1955,12,Give me a photorealistic image of the Stalin Monument in Hungary on 1/27/1960,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by new,,/work/bba4287/output/samples/buildings/sampletest_Stalin_Monument_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Stalin_Monument_random_after_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Stalin_Monument_random_after_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Stalin_Monument_random_after_Give_me.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Stalin Monument in Hungary in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Stalin Monument in Hungary on 1/27/1960? Please provide a clear yes or no answer",0,0,0
Stalin Monument,10/23/1956,http://commons.wikimedia.org/wiki/Special:FilePath/Szt%C3%A1lin%20szobor%20Budapest.jpg,after,Point(19.0814 47.5114),Hungary,02/20/1956,1/27/1960,Point(19.0814 47.5114),19.0814,47.5114,https://commons.wikimedia.org/wiki/Category:Stalin%20Monument%20%28Budapest%29,0,05/01/1955,12,Produce a photorealistic image of the Stalin Monument in Hungary after 10/23/1956,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by new,,/work/bba4287/output/samples/buildings/sampletest_Stalin_Monument_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Stalin_Monument_after_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Stalin_Monument_after_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Stalin_Monument_after_Produce.png,0,0,0,0,0,0,0,0,1,0.08333333333333333,"Is the Stalin Monument in Hungary in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Stalin Monument in Hungary after 10/23/1956? Please provide a clear yes or no answer",0,0,0
Alexander Nevsky Cathedral,01/01/1936,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Nevsky%20Cathedral%2C%20Baku.jpg,random before,Point(49.883333333 40.416666666),Azerbaijan,11/30/1929,8/21/1936,Point(49.883333333 40.416666666),49.88333333,40.41666667,https://commons.wikimedia.org/wiki/Category:Alexander%20Nevsky%20Cathedral%2C%20Baku,0,01/01/1898,17,Create a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan on 11/30/1929,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Alexander_Nevsky_Cathedral_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Alexander_Nevsky_Cathedral_random_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Alexander_Nevsky_Cathedral_random_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Alexander_Nevsky_Cathedral_random_before_Create.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is the Alexander Nevsky Cathedral in Azerbaijan in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan on 11/30/1929? Please provide a clear yes or no answer",0,0,0
Alexander Nevsky Cathedral,01/01/1936,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Nevsky%20Cathedral%2C%20Baku.jpg,before,Point(49.883333333 40.416666666),Azerbaijan,11/30/1929,8/21/1936,Point(49.883333333 40.416666666),49.88333333,40.41666667,https://commons.wikimedia.org/wiki/Category:Alexander%20Nevsky%20Cathedral%2C%20Baku,0,01/01/1898,17,Create a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan before 01/01/1936,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Alexander_Nevsky_Cathedral_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Alexander_Nevsky_Cathedral_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Alexander_Nevsky_Cathedral_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Alexander_Nevsky_Cathedral_before_Create.png,0,0,1,0,0,1,0,0,0,0.16666666666666666,"Is the Alexander Nevsky Cathedral in Azerbaijan in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan before 01/01/1936? Please provide a clear yes or no answer",0,0,0
Alexander Nevsky Cathedral,01/01/1936,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Nevsky%20Cathedral%2C%20Baku.jpg,random after,Point(49.883333333 40.416666666),Azerbaijan,11/30/1929,8/21/1936,Point(49.883333333 40.416666666),49.88333333,40.41666667,https://commons.wikimedia.org/wiki/Category:Alexander%20Nevsky%20Cathedral%2C%20Baku,0,01/01/1898,17,Create a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan on 8/21/1936,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Alexander_Nevsky_Cathedral_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Alexander_Nevsky_Cathedral_random_after_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Alexander_Nevsky_Cathedral_random_after_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Alexander_Nevsky_Cathedral_random_after_Create.png,0,0,1,0,0,1,0,0,0,0.16666666666666666,"Is the Alexander Nevsky Cathedral in Azerbaijan in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan on 8/21/1936? Please provide a clear yes or no answer",0,0,0
Alexander Nevsky Cathedral,01/01/1936,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Nevsky%20Cathedral%2C%20Baku.jpg,after,Point(49.883333333 40.416666666),Azerbaijan,11/30/1929,8/21/1936,Point(49.883333333 40.416666666),49.88333333,40.41666667,https://commons.wikimedia.org/wiki/Category:Alexander%20Nevsky%20Cathedral%2C%20Baku,0,01/01/1898,17,Produce a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan after 01/01/1936,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Alexander_Nevsky_Cathedral_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Alexander_Nevsky_Cathedral_after_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Alexander_Nevsky_Cathedral_after_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Alexander_Nevsky_Cathedral_after_Produce.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is the Alexander Nevsky Cathedral in Azerbaijan in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan after 01/01/1936? Please provide a clear yes or no answer",0,0,0
Palais du Trocadéro,01/01/1935,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Trocadero%2C%20Exposition%20Universal%2C%201900%2C%20Paris%2C%20France.jpg,random before,Point(2.287222222 48.862777777),France,01/16/1902,7/15/1939,Point(2.287222222 48.862777777),2.287222222,48.86277778,https://commons.wikimedia.org/wiki/Category:Palais%20du%20Trocad%C3%A9ro,0,01/01/1843,15,Produce a photorealistic image of the Palais du Trocadéro in France on 01/16/1902,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Palais_du_Trocadéro_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Palais_du_Trocadéro_random_before_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Palais_du_Trocadéro_random_before_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Palais_du_Trocadéro_random_before_Produce.png,0,0,1,0,0,1,0,0,0,0.16666666666666666,"Is the Palais du Trocadéro in France in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Palais du Trocadéro in France on 01/16/1902? Please provide a clear yes or no answer",0,0,0
Palais du Trocadéro,01/01/1935,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Trocadero%2C%20Exposition%20Universal%2C%201900%2C%20Paris%2C%20France.jpg,before,Point(2.287222222 48.862777777),France,01/16/1902,7/15/1939,Point(2.287222222 48.862777777),2.287222222,48.86277778,https://commons.wikimedia.org/wiki/Category:Palais%20du%20Trocad%C3%A9ro,0,01/01/1843,15,Produce a photorealistic image of the Palais du Trocadéro in France before 01/01/1935,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Palais_du_Trocadéro_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Palais_du_Trocadéro_before_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Palais_du_Trocadéro_before_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Palais_du_Trocadéro_before_Produce.png,0,0,1,0,0,0,0,0,1,0.16666666666666666,"Is the Palais du Trocadéro in France in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Palais du Trocadéro in France before 01/01/1935? Please provide a clear yes or no answer",0,0,0
Palais du Trocadéro,01/01/1935,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Trocadero%2C%20Exposition%20Universal%2C%201900%2C%20Paris%2C%20France.jpg,random after,Point(2.287222222 48.862777777),France,01/16/1902,7/15/1939,Point(2.287222222 48.862777777),2.287222222,48.86277778,https://commons.wikimedia.org/wiki/Category:Palais%20du%20Trocad%C3%A9ro,0,01/01/1843,15,Produce a photorealistic image of the Palais du Trocadéro in France on 7/15/1939,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Palais_du_Trocadéro_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Palais_du_Trocadéro_random_after_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Palais_du_Trocadéro_random_after_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Palais_du_Trocadéro_random_after_Produce.png,0,0,1,0,0,0,0,0,1,0.16666666666666666,"Is the Palais du Trocadéro in France in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Palais du Trocadéro in France on 7/15/1939? Please provide a clear yes or no answer",0,0,0
Palais du Trocadéro,01/01/1935,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Trocadero%2C%20Exposition%20Universal%2C%201900%2C%20Paris%2C%20France.jpg,after,Point(2.287222222 48.862777777),France,01/16/1902,7/15/1939,Point(2.287222222 48.862777777),2.287222222,48.86277778,https://commons.wikimedia.org/wiki/Category:Palais%20du%20Trocad%C3%A9ro,0,01/01/1843,15,Generate a photorealistic image of the Palais du Trocadéro in France after 01/01/1935,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Palais_du_Trocadéro_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Palais_du_Trocadéro_after_Generate.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Palais_du_Trocadéro_after_Generate.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Palais_du_Trocadéro_after_Generate.png,0,0,1,0,0,1,0,0,0,0.16666666666666666,"Is the Palais du Trocadéro in France in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Palais du Trocadéro in France after 01/01/1935? Please provide a clear yes or no answer",0,0,0
Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,random before,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 12/28/1986,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Monument_of_the_Great_October_Revolution_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Monument_of_the_Great_October_Revolution_random_before_Generate.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Monument_of_the_Great_October_Revolution_random_before_Generate.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Monument_of_the_Great_October_Revolution_random_before_Generate.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 12/28/1986? Please provide a clear yes or no answer",0,0,0
Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,before,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic before 09/12/1991,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Monument_of_the_Great_October_Revolution_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Monument_of_the_Great_October_Revolution_before_Generate.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Monument_of_the_Great_October_Revolution_before_Generate.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Monument_of_the_Great_October_Revolution_before_Generate.png,0,0,0,0,0,1,0,0,0,0.08333333333333333,"Is the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic before 09/12/1991? Please provide a clear yes or no answer",0,0,0
Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,random after,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Create a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 2/25/1993,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Monument_of_the_Great_October_Revolution_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Monument_of_the_Great_October_Revolution_random_after_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Monument_of_the_Great_October_Revolution_random_after_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Monument_of_the_Great_October_Revolution_random_after_Create.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 2/25/1993? Please provide a clear yes or no answer",0,0,0
Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,after,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Create a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Monument_of_the_Great_October_Revolution_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Monument_of_the_Great_October_Revolution_after_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Monument_of_the_Great_October_Revolution_after_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Monument_of_the_Great_October_Revolution_after_Create.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991? Please provide a clear yes or no answer",0,0,0
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,random before,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Create a photorealistic image of the I-35W Mississippi River bridge in United States of America on 07/23/1983,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_I-35W_Mississippi_River_bridge_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_I-35W_Mississippi_River_bridge_random_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_I-35W_Mississippi_River_bridge_random_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_I-35W_Mississippi_River_bridge_random_before_Create.png,0,0,0,0,0,0,0,0,0,0.0,"Is the I-35W Mississippi River bridge in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the I-35W Mississippi River bridge in United States of America on 07/23/1983? Please provide a clear yes or no answer",0,0,0
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,before,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Give me a photorealistic image of the I-35W Mississippi River bridge in United States of America before 08/01/2007,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_I-35W_Mississippi_River_bridge_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_I-35W_Mississippi_River_bridge_before_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_I-35W_Mississippi_River_bridge_before_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_I-35W_Mississippi_River_bridge_before_Give_me.png,0,0,0,0,0,0,0,0,0,0.0,"Is the I-35W Mississippi River bridge in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the I-35W Mississippi River bridge in United States of America before 08/01/2007? Please provide a clear yes or no answer",0,0,0
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,random after,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Give me a photorealistic image of the I-35W Mississippi River bridge in United States of America on 5/13/2011,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_I-35W_Mississippi_River_bridge_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_I-35W_Mississippi_River_bridge_random_after_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_I-35W_Mississippi_River_bridge_random_after_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_I-35W_Mississippi_River_bridge_random_after_Give_me.png,0,0,0,0,0,0,0,0,0,0.0,"Is the I-35W Mississippi River bridge in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the I-35W Mississippi River bridge in United States of America on 5/13/2011? Please provide a clear yes or no answer",0,0,0
