name,lifespan,anAge,prompttemplate,promptcategory,imperative,prompt,difficulty,promptedage,goldenrecordImages,expectedValue,testImage,testImage_sdxlbase,testImage_sdxlturbo,testImage_sdv15,annotation_verdict_subject_present_1_sdxlturbo,annotation_verdict_Temp_Know_1_sdxlturbo,annotation_verdict_visual_err_1_sdxlturbo,annotation_verdict_subject_present_1_sdxlbase,annotation_verdict_Temp_Know_1_sdxlbase,annotation_verdict_visual_err_1_sdxlbase,annotation_verdict_subject_present_1_sdv15,annotation_verdict_Temp_Know_1_sdv15,annotation_verdict_visual_err_1_sdv15,annotationAverage,promptQuestions,annotation_verdict_final_1_sdxlturbo,annotation_verdict_final_1_sdxlbase,annotation_verdict_final_1_sdv15
Common Wombat,20,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a Common Wombat that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Vombatus%20ursinus%20-Maria%20Island%20National%20Park.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Wombat%20at%20Lone%20Pine.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",/work/bba4287/output/samples/animals/sampletest_Common_Wombat_1_month_Give_me.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Common_Wombat_1_month_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Common_Wombat_1_month_Give_me.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Common_Wombat_1_month_Give_me.png,1,1,1,1,0,1,1,0,0,0.5833333333333334,"Is there a Common Wombat in the image? Please provide a clear, concise yes or no answer; Is the Common Wombat in the image 1 month old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Common Wombat that is 1 month old? Please provide a clear yes or no answer",1,0,0
Common Wombat,20,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a Common Wombat that is 16 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Vombatus%20ursinus%20-Maria%20Island%20National%20Park.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Wombat%20at%20Lone%20Pine.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",/work/bba4287/output/samples/animals/sampletest_Common_Wombat_lifespan*0.8_Give_me.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Common_Wombat_lifespan*0.8_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Common_Wombat_lifespan*0.8_Give_me.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Common_Wombat_lifespan*0.8_Give_me.png,1,1,1,1,0,1,1,0,0,0.5833333333333334,"Is there a Common Wombat in the image? Please provide a clear, concise yes or no answer; Is the Common Wombat in the image 16 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Common Wombat that is 16 years old? Please provide a clear yes or no answer",1,0,0
Common Wombat,20,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a Common Wombat that is 40 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Vombatus%20ursinus%20-Maria%20Island%20National%20Park.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Wombat%20at%20Lone%20Pine.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",/work/bba4287/output/samples/animals/sampletest_Common_Wombat_lifespan*2_Produce.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Common_Wombat_lifespan*2_Produce.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Common_Wombat_lifespan*2_Produce.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Common_Wombat_lifespan*2_Produce.png,1,0,1,1,0,1,1,0,0,0.4166666666666667,"Is there a Common Wombat in the image? Please provide a clear, concise yes or no answer; Is the Common Wombat in the image 40 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Common Wombat that is 40 years old? Please provide a clear yes or no answer",0,0,0
Coyote,14,21.8,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Coyote that is 7 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Coyote%20Tule%20Lake%20CA.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",/work/bba4287/output/samples/animals/sampletest_Coyote_0.5*lifespan_Produce.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Coyote_0.5*lifespan_Produce.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Coyote_0.5*lifespan_Produce.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Coyote_0.5*lifespan_Produce.png,1,1,1,1,1,1,1,1,0,0.9166666666666666,"Is there a Coyote in the image? Please provide a clear, concise yes or no answer; Is the Coyote in the image 7 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Coyote that is 7 years old? Please provide a clear yes or no answer",1,1,1
Coyote,14,21.8,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Create,Create a photorealistic image of a Coyote that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Coyote%20Tule%20Lake%20CA.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",/work/bba4287/output/samples/animals/sampletest_Coyote_1_month_Create.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Coyote_1_month_Create.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Coyote_1_month_Create.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Coyote_1_month_Create.png,1,0,1,1,0,1,1,0,0,0.4166666666666667,"Is there a Coyote in the image? Please provide a clear, concise yes or no answer; Is the Coyote in the image 1 month old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Coyote that is 1 month old? Please provide a clear yes or no answer",0,0,0
Coyote,14,21.8,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a Coyote that is 11 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Coyote%20Tule%20Lake%20CA.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",/work/bba4287/output/samples/animals/sampletest_Coyote_lifespan*0.8_Give_me.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Coyote_lifespan*0.8_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Coyote_lifespan*0.8_Give_me.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Coyote_lifespan*0.8_Give_me.png,1,1,1,1,0,1,1,1,1,0.8333333333333334,"Is there a Coyote in the image? Please provide a clear, concise yes or no answer; Is the Coyote in the image 11 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Coyote that is 11 years old? Please provide a clear yes or no answer",1,0,1
Coyote,14,21.8,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a Coyote that is 28 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Coyote%20Tule%20Lake%20CA.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",/work/bba4287/output/samples/animals/sampletest_Coyote_lifespan*2_Produce.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Coyote_lifespan*2_Produce.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Coyote_lifespan*2_Produce.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Coyote_lifespan*2_Produce.png,1,0,0,1,0,1,1,0,0,0.3333333333333333,"Is there a Coyote in the image? Please provide a clear, concise yes or no answer; Is the Coyote in the image 28 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Coyote that is 28 years old? Please provide a clear yes or no answer",0,0,0
Dwarf Hippo,40,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Dwarf Hippo that is 20 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Pygmy%20hippopotamus%20pair.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",/work/bba4287/output/samples/animals/sampletest_Dwarf_Hippo_0.5*lifespan_Give_me.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Dwarf_Hippo_0.5*lifespan_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Dwarf_Hippo_0.5*lifespan_Give_me.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Dwarf_Hippo_0.5*lifespan_Give_me.png,1,1,1,1,1,0,1,1,0,0.8333333333333334,"Is there a Dwarf Hippo in the image? Please provide a clear, concise yes or no answer; Is the Dwarf Hippo in the image 20 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Dwarf Hippo that is 20 years old? Please provide a clear yes or no answer",1,1,1
Dwarf Hippo,40,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Produce,Produce a photorealistic image of a Dwarf Hippo that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Pygmy%20hippopotamus%20pair.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",/work/bba4287/output/samples/animals/sampletest_Dwarf_Hippo_1_month_Produce.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Dwarf_Hippo_1_month_Produce.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Dwarf_Hippo_1_month_Produce.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Dwarf_Hippo_1_month_Produce.png,1,0,0,1,0,0,0,0,0,0.16666666666666666,"Is there a Dwarf Hippo in the image? Please provide a clear, concise yes or no answer; Is the Dwarf Hippo in the image 1 month old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Dwarf Hippo that is 1 month old? Please provide a clear yes or no answer",0,0,0
Dwarf Hippo,40,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of a Dwarf Hippo that is 32 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Pygmy%20hippopotamus%20pair.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",/work/bba4287/output/samples/animals/sampletest_Dwarf_Hippo_lifespan*0.8_Create.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Dwarf_Hippo_lifespan*0.8_Create.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Dwarf_Hippo_lifespan*0.8_Create.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Dwarf_Hippo_lifespan*0.8_Create.png,1,1,1,1,1,0,0,0,0,0.5833333333333334,"Is there a Dwarf Hippo in the image? Please provide a clear, concise yes or no answer; Is the Dwarf Hippo in the image 32 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Dwarf Hippo that is 32 years old? Please provide a clear yes or no answer",1,1,0
Dwarf Hippo,40,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of a Dwarf Hippo that is 80 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Pygmy%20hippopotamus%20pair.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",/work/bba4287/output/samples/animals/sampletest_Dwarf_Hippo_lifespan*2_Create.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Dwarf_Hippo_lifespan*2_Create.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Dwarf_Hippo_lifespan*2_Create.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Dwarf_Hippo_lifespan*2_Create.png,1,0,1,1,0,0,1,0,0,0.3333333333333333,"Is there a Dwarf Hippo in the image? Please provide a clear, concise yes or no answer; Is the Dwarf Hippo in the image 80 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Dwarf Hippo that is 80 years old? Please provide a clear yes or no answer",0,0,0
Eurasian Lynx,20,26.0,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of an Eurasian Lynx that is 10 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx%20lynx%20poing.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",/work/bba4287/output/samples/animals/sampletest_Eurasian_Lynx_0.5*lifespan_Generate.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Eurasian_Lynx_0.5*lifespan_Generate.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Eurasian_Lynx_0.5*lifespan_Generate.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Eurasian_Lynx_0.5*lifespan_Generate.png,1,1,1,1,1,1,1,1,0,0.9166666666666666,"Is there an Eurasian Lynx in the image? Please provide a clear, concise yes or no answer; Is the Eurasian Lynx in the image 10 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of an Eurasian Lynx that is 10 years old? Please provide a clear yes or no answer",1,1,1
Eurasian Lynx,20,26.0,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Produce,Produce a photorealistic image of an Eurasian Lynx that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx%20lynx%20poing.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",/work/bba4287/output/samples/animals/sampletest_Eurasian_Lynx_1_month_Produce.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Eurasian_Lynx_1_month_Produce.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Eurasian_Lynx_1_month_Produce.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Eurasian_Lynx_1_month_Produce.png,1,0,1,1,0,1,1,0,0,0.4166666666666667,"Is there an Eurasian Lynx in the image? Please provide a clear, concise yes or no answer; Is the Eurasian Lynx in the image 1 month old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of an Eurasian Lynx that is 1 month old? Please provide a clear yes or no answer",0,0,0
Eurasian Lynx,20,26.0,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of an Eurasian Lynx that is 16 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx%20lynx%20poing.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",/work/bba4287/output/samples/animals/sampletest_Eurasian_Lynx_lifespan*0.8_Produce.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Eurasian_Lynx_lifespan*0.8_Produce.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Eurasian_Lynx_lifespan*0.8_Produce.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Eurasian_Lynx_lifespan*0.8_Produce.png,1,1,1,1,0,1,1,0,0,0.5833333333333334,"Is there an Eurasian Lynx in the image? Please provide a clear, concise yes or no answer; Is the Eurasian Lynx in the image 16 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of an Eurasian Lynx that is 16 years old? Please provide a clear yes or no answer",1,0,0
Eurasian Lynx,20,26.0,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of an Eurasian Lynx that is 40 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx%20lynx%20poing.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",/work/bba4287/output/samples/animals/sampletest_Eurasian_Lynx_lifespan*2_Generate.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Eurasian_Lynx_lifespan*2_Generate.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Eurasian_Lynx_lifespan*2_Generate.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Eurasian_Lynx_lifespan*2_Generate.png,1,0,1,1,0,1,1,0,0,0.4166666666666667,"Is there an Eurasian Lynx in the image? Please provide a clear, concise yes or no answer; Is the Eurasian Lynx in the image 40 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of an Eurasian Lynx that is 40 years old? Please provide a clear yes or no answer",0,0,0
Fennec Fox,14,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Fennec Fox that is 7 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%289163009503%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%40%20Africa%20Alive%2C%20Lowestoft.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Family.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Peek.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%289163009503%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%40%20Africa%20Alive%2C%20Lowestoft.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Family.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Peek.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",/work/bba4287/output/samples/animals/sampletest_Fennec_Fox_0.5*lifespan_Give_me.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Fennec_Fox_0.5*lifespan_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Fennec_Fox_0.5*lifespan_Give_me.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Fennec_Fox_0.5*lifespan_Give_me.png,1,1,0,1,1,1,1,1,1,0.9166666666666666,"Is there a Fennec Fox in the image? Please provide a clear, concise yes or no answer; Is the Fennec Fox in the image 7 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Fennec Fox that is 7 years old? Please provide a clear yes or no answer",1,1,1
Fennec Fox,14,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Produce,Produce a photorealistic image of a Fennec Fox that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%289163009503%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%40%20Africa%20Alive%2C%20Lowestoft.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Family.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Peek.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%289163009503%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%40%20Africa%20Alive%2C%20Lowestoft.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Family.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Peek.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",/work/bba4287/output/samples/animals/sampletest_Fennec_Fox_1_month_Produce.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Fennec_Fox_1_month_Produce.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Fennec_Fox_1_month_Produce.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Fennec_Fox_1_month_Produce.png,1,1,1,1,1,1,1,1,0,0.9166666666666666,"Is there a Fennec Fox in the image? Please provide a clear, concise yes or no answer; Is the Fennec Fox in the image 1 month old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Fennec Fox that is 1 month old? Please provide a clear yes or no answer",1,1,1
Fennec Fox,14,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of a Fennec Fox that is 11 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%289163009503%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%40%20Africa%20Alive%2C%20Lowestoft.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Family.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Peek.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%289163009503%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%40%20Africa%20Alive%2C%20Lowestoft.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Family.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Peek.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",/work/bba4287/output/samples/animals/sampletest_Fennec_Fox_lifespan*0.8_Create.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Fennec_Fox_lifespan*0.8_Create.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Fennec_Fox_lifespan*0.8_Create.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Fennec_Fox_lifespan*0.8_Create.png,1,0,1,1,0,1,1,0,0,0.4166666666666667,"Is there a Fennec Fox in the image? Please provide a clear, concise yes or no answer; Is the Fennec Fox in the image 11 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Fennec Fox that is 11 years old? Please provide a clear yes or no answer",0,0,0
Fennec Fox,14,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a Fennec Fox that is 28 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%289163009503%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%40%20Africa%20Alive%2C%20Lowestoft.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Family.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Peek.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%289163009503%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20%40%20Africa%20Alive%2C%20Lowestoft.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Family.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fennec%20Fox%20Peek.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",/work/bba4287/output/samples/animals/sampletest_Fennec_Fox_lifespan*2_Generate.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Fennec_Fox_lifespan*2_Generate.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Fennec_Fox_lifespan*2_Generate.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Fennec_Fox_lifespan*2_Generate.png,1,0,1,1,0,1,1,0,0,0.4166666666666667,"Is there a Fennec Fox in the image? Please provide a clear, concise yes or no answer; Is the Fennec Fox in the image 28 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Fennec Fox that is 28 years old? Please provide a clear yes or no answer",0,0,0
Gray Wolf,13,20.6,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Gray Wolf that is 6 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Eurasian%20wolf%202.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Wolf%20passant%20%28heraldry%29.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Eurasian%20wolf.JPG","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",/work/bba4287/output/samples/animals/sampletest_Gray_Wolf_0.5*lifespan_Produce.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Gray_Wolf_0.5*lifespan_Produce.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Gray_Wolf_0.5*lifespan_Produce.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Gray_Wolf_0.5*lifespan_Produce.png,1,1,1,1,1,1,1,1,0,0.9166666666666666,"Is there a Gray Wolf in the image? Please provide a clear, concise yes or no answer; Is the Gray Wolf in the image 6 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Gray Wolf that is 6 years old? Please provide a clear yes or no answer",1,1,1
