name,lifespan,anAge,prompttemplate,promptcategory,imperative,prompt,difficulty,promptedage,goldenrecordImages,expectedValue
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of an Arctic Fox that is 12 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Arctic Fox that is 3 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Generate,Generate a photorealistic image of an Arctic Fox that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of an Arctic Fox that is 4 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of an Arctic Fox that is 12 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Arctic Fox that is 3 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Give me,Give me a photorealistic image of an Arctic Fox that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of an Arctic Fox that is 4 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of an Arctic Fox that is 12 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Arctic Fox that is 3 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Produce,Produce a photorealistic image of an Arctic Fox that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of an Arctic Fox that is 4 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of an Arctic Fox that is 12 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Arctic Fox,6,16.3,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Arctic Fox that is 3 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-1979445%20%28cropped%202%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%81%D1%86%D0%B0%20%D1%81%D0%BE%20%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D1%87%D0%B8%D0%BA%D0%BE%D0%BC.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Create,Create a photorealistic image of an Armadillo that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of an Armadillo that is 12 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of an Armadillo that is 30 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Armadillo that is 7 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Generate,Generate a photorealistic image of an Armadillo that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of an Armadillo that is 12 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of an Armadillo that is 30 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Armadillo that is 7 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Give me,Give me a photorealistic image of an Armadillo that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of an Armadillo that is 12 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of an Armadillo that is 30 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Armadillo that is 7 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Produce,Produce a photorealistic image of an Armadillo that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of an Armadillo that is 12 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of an Armadillo that is 30 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Armadillo,15,36.8,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Armadillo that is 7 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Dasypus%20novemcinctus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nine-banded%20Armadillo.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Asian Elephant,48,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Create,Create a photorealistic image of an Asian Elephant that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Asian Elephant,48,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of an Asian Elephant that is 38 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Asian Elephant,48,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of an Asian Elephant that is 96 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Asian Elephant,48,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Asian Elephant that is 24 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Asian Elephant,48,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Generate,Generate a photorealistic image of an Asian Elephant that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Asian Elephant,48,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of an Asian Elephant that is 38 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Asian Elephant,48,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of an Asian Elephant that is 96 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Asian Elephant,48,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Asian Elephant that is 24 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Asian Elephant,48,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Give me,Give me a photorealistic image of an Asian Elephant that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Asian Elephant,48,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of an Asian Elephant that is 38 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Asian Elephant,48,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of an Asian Elephant that is 96 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
