period,periodstart,periodend,year,imperative,prompttemplate,promptcategory,prompt,difficulty,goldenrecordImages,expectedValue,goldenrecordImagePath
Post-Impressionism,1880,1905,1895,Generate,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Generate a work of art that exemplifies a popular style in Western cultures during 1895,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1895,Produce,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Produce a work of art that exemplifies a popular style in Western cultures during 1895,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1897,Create,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Create a work of art that exemplifies a popular style in Western cultures during 1897,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1897,Produce,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Produce a work of art that exemplifies a popular style in Western cultures during 1897,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1897,Give me,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Give me a work of art that exemplifies a popular style in Western cultures during 1897,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1897,Generate,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Generate a work of art that exemplifies a popular style in Western cultures during 1897,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1900,Produce,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Produce a work of art that exemplifies a popular style in Western cultures during 1900,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1900,Generate,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Generate a work of art that exemplifies a popular style in Western cultures during 1900,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1900,Give me,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Give me a work of art that exemplifies a popular style in Western cultures during 1900,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1900,Create,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Create a work of art that exemplifies a popular style in Western cultures during 1900,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1902,Create,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Create a work of art that exemplifies a popular style in Western cultures during 1902,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1902,Give me,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Give me a work of art that exemplifies a popular style in Western cultures during 1902,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1902,Generate,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Generate a work of art that exemplifies a popular style in Western cultures during 1902,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
Post-Impressionism,1880,1905,1902,Produce,(imperative) a work of art that exemplifies a popular style in Western cultures during (year),year,Produce a work of art that exemplifies a popular style in Western cultures during 1902,2,"https://www.rijksmuseum.nl/nl/collectie/SK-A-3262,https://www.metmuseum.org/art/collection/search/436534,https://www.metmuseum.org/art/collection/search/437980,https://www.nga.gov/collection/art-object-page.61383.html,https://www.nga.gov/collection/art-object-page.46625.html,https://www.nga.gov/collection/art-object-page.46624.html,https://www.nga.gov/collection/art-object-page.45986.html,https://www.metmuseum.org/art/collection/search/333989,https://www.metmuseum.org/art/collection/search/437999,https://www.metmuseum.org/art/collection/search/438018","vibrant,expressive,symbolic,structured,geometric,bold,vibrancy,symbolism,geometry,boldness,focus on light and color,emphasis on deeper symbolic content,structural forms,vivid and emotive use of line and color,emotional depth,structured compositions,expressive, sometimes geometric forms","/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Zelfportret.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Roses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Cypresses.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/TheLighthouseatHonfleur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Self-Portrait.Gaugin.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/FatatateMiti.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithApplesandPeaches.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/Ambassadeurs.AristideBruant.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/StillLifewithTeapotandFruit.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/postimpressionism/WomanbeforeaMirror.jpeg"
